"","County_FIPS_Code","State_FIPS_Code","CHSI_County_Name","CHSI_State_Name","CHSI_State_Abbr","Strata_ID_Number","Strata_Determining_Factors","Number_Counties","Population_Size","Population_Density","Poverty","Age_19_Under","Age_19_64","Age_65_84","Age_85_and_Over","White","Black","Native_American","Asian","Hispanic","No_HS_Diploma","Unemployed","Sev_Work_Disabled","Major_Depression","Recent_Drug_Use","Ecol_Rpt","Ecol_Rpt_Ind","Ecol_Exp","Salm_Rpt","Salm_Rpt_Ind","Salm_Exp","Shig_Rpt","Shig_Rpt_Ind","Shig_Exp","Toxic_Chem","Carbon_Monoxide_Ind","Nitrogen_Dioxide_Ind","Sulfur_Dioxide_Ind","Ozone_Ind","Particulate_Matter_Ind","Lead_Ind","EH_Time_Span","No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind","A_Wh_Comp","A_Bl_Comp","A_Ot_Comp","A_Hi_Comp","A_Wh_BirthDef","A_Bl_BirthDef","A_Ot_BirthDef","A_Hi_BirthDef","B_Wh_Injury","B_Bl_Injury","B_Ot_Injury","B_Hi_Injury","B_Wh_Cancer","B_Bl_Cancer","B_Ot_Cancer","B_Hi_Cancer","B_Wh_Homicide","B_Bl_Homicide","B_Ot_Homicide","B_Hi_Homicide","C_Wh_Injury","C_Bl_Injury","C_Ot_Injury","C_Hi_Injury","C_Wh_Homicide","C_Bl_Homicide","C_Ot_homicide","C_Hi_Homicide","C_Wh_Suicide","C_Bl_Suicide","C_Ot_Suicide","C_Hi_Suicide","C_Wh_Cancer","C_Bl_Cancer","C_Ot_Cancer","C_Hi_Cancer","D_Wh_Injury","D_Bl_Injury","D_Ot_Injury","D_Hi_Injury","D_Wh_Cancer","D_Bl_Cancer","D_Ot_Cancer","D_Hi_Cancer","D_Wh_HeartDis","D_Bl_HeartDis","D_Ot_HeartDis","D_Hi_HeartDis","D_Wh_Suicide","D_Bl_Suicide","D_Ot_Suicide","D_Hi_Suicide","D_Wh_HIV","D_Bl_HIV","D_Ot_HIV","D_Hi_HIV","D_Wh_Homicide","D_Bl_Homicide","D_Ot_Homicide","D_Hi_Homicide","E_Wh_Cancer","E_Bl_Cancer","E_Ot_Cancer","E_Hi_Cancer","E_Wh_HeartDis","E_Bl_HeartDis","E_Ot_HeartDis","E_Hi_HeartDis","F_Wh_HeartDis","F_Bl_HeartDis","F_Ot_HeartDis","F_Hi_HeartDis","F_Wh_Cancer","F_Bl_Cancer","F_Ot_Cancer","F_Hi_Cancer","LCD_Time_Span","ALE","US_ALE","All_Death","US_All_Death","Health_Status","US_Health_Status","Unhealthy_Days","US_Unhealthy_Days"
"2316","003","45","Aiken","South Carolina","SC",15,"frontier status, population size, poverty, age",23,150181,140,13.5,25.2,61.1,12.2,1.6,71.8,25.9,0.4,0.8,3,22326,4491,4408,8806,7220,2,3,4,110,4,96,4,3,48,1705257,1,1,1,1,1,1,NA,25.3,77.2,27,35,26.5,10.9,21695,18339,3796,45.9,36,1,2,38,64,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,32,NA,NA,NA,28,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,28,26,NA,NA,14,13,NA,NA,15,15,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,NA,NA,20,19,NA,NA,28,29,NA,NA,24,19,NA,NA,NA,74.8,76.5,978.3,898.6,18.5,17.1,6.9,6
"2317","005","45","Allendale","South Carolina","SC",68,"frontier status, population size, poverty, age, population density",34,10917,27,28.4,26.9,60.4,10.8,1.9,27.2,72.3,0.1,0.3,2.2,2791,373,394,626,532,0,3,0,12,3,19,1,3,7,687842,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,14.4,2380,1266,370,55,45.8,1,2,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,18,NA,NA,10,14,NA,NA,10,13,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,10,NA,NA,NA,32,23,NA,NA,28,25,NA,NA,40,34,NA,NA,25,21,NA,NA,NA,72.7,76.5,1068.8,898.6,NA,17.1,7.7,6
"2318","007","45","Anderson","South Carolina","SC",14,"frontier status, population size, poverty, age",40,175514,244,11.9,24.8,61.4,12.3,1.6,81.5,16.9,0.2,0.6,1.6,31723,6276,6881,10343,8226,8,4,5,115,4,66,164,4,20,2506589,1,1,1,1,1,1,NA,25.7,78.7,26.7,32.3,24.7,9.4,21239,22133,6236,87.2,26.2,1,2,48,78,NA,NA,28,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,23,19,NA,NA,11,15,NA,NA,13,13,NA,NA,16,NA,NA,NA,NA,10,NA,NA,NA,13,NA,NA,35,20,NA,NA,27,27,NA,NA,28,31,NA,NA,21,25,NA,NA,NA,74.8,76.5,996,898.6,19.9,17.1,7.1,6
"2319","009","45","Bamberg","South Carolina","SC",69,"frontier status, population size, poverty, age, population density",45,15880,40,21.2,26.2,59.3,12.5,2.1,37.1,62.3,0.2,0.3,1.1,3559,587,795,924,820,0,3,0,17,3,32,4,3,17,27077,1,1,1,1,1,1,NA,31.6,82.1,40.2,NA,23.8,16.1,3061,2029,532,56.7,25.2,1,2,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,20,NA,NA,21,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,30,26,NA,NA,21,23,NA,NA,35,31,NA,NA,20,23,NA,NA,NA,72.7,76.5,1028.4,898.6,29.1,17.1,8,6
"2320","011","45","Barnwell","South Carolina","SC",69,"frontier status, population size, poverty, age, population density",45,23345,43,17.2,27,60.2,11.1,1.7,56,42.8,0.3,0.5,1.5,4916,897,825,1339,1122,0,3,0,26,3,44,8,3,23,465915,1,1,1,1,1,1,NA,30.6,76,28.8,31.7,23.5,6.6,4054,2763,825,38.6,25.7,1,1,NA,29,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,25,NA,NA,13,NA,NA,NA,12,13,NA,NA,19,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,34,26,NA,NA,28,26,NA,NA,32,32,NA,NA,22,18,NA,NA,NA,74.8,76.5,1074.6,898.6,19.6,17.1,7,6
"2321","013","45","Beaufort","South Carolina","SC",14,"frontier status, population size, poverty, age",40,137849,235,11.1,25.5,57,15.6,1.8,75.7,21.9,0.3,1,8.5,11080,2833,3116,8049,6617,1,3,4,132,4,50,13,4,15,180178,1,1,1,1,1,1,NA,17.4,72.9,16.8,30.5,21,7.4,17117,19752,1945,96.5,59.5,1,2,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,16,NA,NA,15,12,NA,NA,NA,21,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,31,NA,NA,25,24,NA,NA,23,24,NA,NA,27,23,NA,NA,NA,78.9,76.5,728.8,898.6,11.3,17.1,4.9,6
"2322","015","45","Berkeley","South Carolina","SC",15,"frontier status, population size, poverty, age",23,151673,138,11.7,28.2,62.5,8.4,0.9,68.2,27.6,0.5,2.1,3,18939,3899,5400,8581,7480,0,3,4,86,4,96,17,3,48,17733285,1,1,1,1,1,1,NA,24.4,79.6,27.4,23.7,25.8,10,21119,10303,3154,34.3,17.8,1,2,36,65,NA,NA,27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,30,32,NA,NA,13,NA,NA,NA,14,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,NA,NA,19,25,NA,NA,26,24,NA,NA,27,22,NA,NA,NA,75.3,76.5,926,898.6,14,17.1,6.4,6
"2323","017","45","Calhoun","South Carolina","SC",44,"frontier status, population size, poverty, age",33,15100,40,14.3,23.9,62.7,11.8,1.6,53.9,45.4,0.2,0.2,1.7,2806,545,509,899,715,0,3,1,10,3,18,0,3,7,2298026,1,1,1,1,1,1,NA,17.6,82.1,33.1,NA,20.8,10.6,2489,1447,385,19.9,26.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21,NA,NA,19,NA,NA,NA,17,11,NA,NA,11,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,29,30,NA,NA,35,23,NA,NA,31,29,NA,NA,18,23,NA,NA,NA,74.3,76.5,946.4,898.6,14.9,17.1,5.4,6
"2324","019","45","Charleston","South Carolina","SC",5,"frontier status, population size, poverty",25,330368,360,14.1,25.3,62.7,10.5,1.5,64.5,32.7,0.3,1.4,3,39919,9332,9958,19363,16366,3,3,10,361,4,162,181,4,124,3164090,1,1,1,1,1,1,NA,20.7,74,21,25.2,22,8.3,45735,36531,8107,182.8,75.1,1,2,49,70,NA,NA,31,NA,NA,NA,NA,35,NA,NA,NA,10,NA,NA,NA,10,NA,NA,52,18,NA,NA,12,49,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,28,13,NA,NA,13,14,NA,NA,11,17,NA,NA,12,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,37,27,NA,NA,19,25,NA,NA,27,26,NA,25,21,23,NA,40,NA,75.6,76.5,918.4,898.6,12.4,17.1,5.5,6
"2325","021","45","Cherokee","South Carolina","SC",28,"frontier status, population size, poverty, age",39,53844,137,14.8,26.1,61.5,10.8,1.5,78.1,20.5,0.2,0.5,2.8,11890,2034,2036,3119,2535,0,3,5,33,3,32,0,3,5,327772,1,1,1,1,1,1,NA,36.9,81.3,25.7,30.4,27.1,8.4,7881,5797,2036,42.7,14.9,1,2,45,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,10,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,18,13,NA,NA,14,18,NA,NA,22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,32,NA,NA,26,24,NA,NA,30,28,NA,NA,20,27,NA,NA,NA,74.1,76.5,1066.2,898.6,16.4,17.1,6.3,6
"2326","023","45","Chester","South Carolina","SC",33,"frontier status, population size, poverty, age",41,33228,57,15.6,26.4,60.4,11.5,1.7,60.8,38.2,0.4,0.3,0.9,7305,1539,1061,1921,1546,0,3,2,19,3,29,5,3,12,656207,1,1,1,1,1,1,NA,26,NA,33.2,34.3,32.4,8.1,4786,4298,1334,51.2,30.1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,23,NA,NA,12,13,NA,NA,20,23,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,34,NA,NA,26,22,NA,NA,36,37,NA,NA,22,22,NA,NA,NA,73.8,76.5,995.3,898.6,23.5,17.1,6.7,6
"2327","025","45","Chesterfield","South Carolina","SC",33,"frontier status, population size, poverty, age",41,43435,54,17.2,25.8,61.7,11.1,1.5,65.1,33.6,0.3,0.4,3,10066,1779,1581,2526,2058,0,3,2,40,4,37,4,3,15,310145,1,1,1,1,1,1,NA,35.5,85.1,27.3,31.1,29.2,9.5,6920,4957,1646,43.7,23,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,61,NA,NA,10,19,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,31,31,NA,NA,14,NA,NA,NA,20,15,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,28,NA,NA,33,28,NA,NA,34,33,NA,NA,22,21,NA,NA,NA,72.3,76.5,1042.5,898.6,24,17.1,6.8,6
"2328","027","45","Clarendon","South Carolina","SC",52,"frontier status, population size, poverty, age, population density",40,33363,55,21.3,25.2,59.8,13.3,1.8,48.1,51,0.3,0.3,2.1,7547,1261,1152,1962,1682,1,4,0,20,3,31,3,3,15,66591,1,1,1,1,1,1,NA,33.6,81.1,23.5,34.6,26.6,10.7,5995,4087,1253,59.9,18,1,2,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,19,NA,NA,11,16,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,41,25,NA,NA,21,20,NA,NA,25,22,NA,NA,28,20,NA,NA,NA,74,76.5,971,898.6,21.9,17.1,6.6,6
"2329","029","45","Colleton","South Carolina","SC",51,"frontier status, population size, poverty, age, population density",33,39605,37,18.6,26.7,60.2,11.5,1.6,57.6,41.1,0.6,0.3,1.8,7900,1217,1715,2279,1876,1,4,0,35,3,39,7,3,21,2154972,1,1,1,1,1,1,NA,28.5,83.6,32.8,30.2,29.2,11.9,7496,4609,1560,68.2,22.7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,19,NA,NA,15,10,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,11,NA,NA,31,28,NA,NA,25,21,NA,NA,34,29,NA,NA,24,21,NA,NA,NA,73.6,76.5,1013.7,898.6,19.9,17.1,7.7,6
"2330","031","45","Darlington","South Carolina","SC",8,"frontier status, population size, poverty",54,67346,120,18.2,26.2,61.2,11.1,1.5,57.2,42,0.2,0.2,1,13754,2774,2363,3898,3168,0,3,0,33,3,68,14,3,34,3314738,1,1,1,1,1,1,NA,28.1,83,28.6,32.6,27.2,11.6,11382,7671,2297,72.8,25.2,1,2,67,56,NA,NA,17,19,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,54,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,15,NA,NA,14,11,NA,NA,18,17,NA,NA,11,NA,NA,NA,NA,19,NA,NA,NA,12,NA,NA,35,25,NA,NA,23,28,NA,NA,31,30,NA,NA,19,20,NA,NA,NA,72.2,76.5,1119.1,898.6,19.2,17.1,6.4,6
"2331","033","45","Dillon","South Carolina","SC",53,"frontier status, population size, poverty, age, population density",27,30974,77,20.4,28.7,59.8,10.2,1.3,50.9,45.8,2.5,0.4,2.6,7634,1350,1054,1735,1491,0,3,0,32,4,34,19,4,12,1352,1,1,1,1,1,1,NA,36.9,82.7,28,28.7,25.5,8.5,7091,3482,1269,54.9,16.1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,13,NA,NA,13,14,NA,NA,17,18,NA,NA,10,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,32,28,NA,NA,26,25,NA,NA,29,34,NA,NA,20,23,NA,NA,NA,71.9,76.5,1172.1,898.6,21.6,17.1,7.6,6
"2332","035","45","Dorchester","South Carolina","SC",20,"frontier status, population size, poverty, age",32,112858,196,11.2,26.6,63.9,8.6,1,71.4,25.2,0.7,1.4,2.5,12977,2843,4138,6509,5577,2,3,20,134,4,69,11,3,35,327820,1,1,1,1,1,1,NA,25.3,80.2,27,26.5,22.1,7.1,12899,9563,2848,51.4,38.1,1,2,33,63,NA,NA,10,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,45,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,22,NA,NA,13,11,NA,NA,14,15,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,27,NA,NA,23,25,NA,NA,30,27,NA,NA,22,19,NA,NA,NA,75.1,76.5,961.8,898.6,15.2,17.1,6.3,6
"2333","037","45","Edgefield","South Carolina","SC",42,"frontier status, population size, poverty, age",53,25528,51,15.8,23.5,65.9,9.3,1.4,57.9,41,0.4,0.4,2.4,4956,826,808,1532,1265,0,3,2,28,3,38,2,3,19,120000,1,1,1,1,1,1,NA,24.6,89.7,28.4,NA,23.2,6.4,3277,2068,546,27.4,15.7,2,1,NA,76,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,17,NA,NA,13,16,NA,NA,11,14,NA,NA,13,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,35,25,NA,NA,33,35,NA,NA,35,41,NA,NA,23,18,NA,NA,NA,74.7,76.5,955.5,898.6,22.8,17.1,5.2,6
"2334","039","45","Fairfield","South Carolina","SC",68,"frontier status, population size, poverty, age, population density",34,24047,35,15.9,25.3,61.2,11.9,1.6,41.5,57.7,0.1,0.4,1.5,5334,915,760,1407,1133,0,3,0,12,3,39,6,3,14,30865,1,1,1,1,1,1,NA,31,79.9,32,NA,19.7,12.3,3878,2933,728,54.1,16.6,1,2,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,29,24,NA,NA,13,12,NA,NA,NA,11,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,25,NA,NA,30,33,NA,NA,40,38,NA,NA,17,21,NA,NA,NA,72.5,76.5,1216.2,898.6,22.7,17.1,5,6
"2335","041","45","Florence","South Carolina","SC",7,"frontier status, population size, poverty",33,131097,164,16.3,26.3,61.4,10.8,1.5,57.7,40.5,0.3,1,1.3,23015,5660,3433,7583,6313,0,3,8,68,3,73,29,3,69,5078705,1,1,1,1,1,1,NA,30,80.4,27.4,29.8,26.5,9.7,20012,15499,4514,109.1,46.5,1,2,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,32,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,34,16,NA,NA,15,14,NA,NA,10,17,NA,NA,11,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,36,29,NA,NA,27,29,NA,NA,35,30,NA,NA,19,20,NA,NA,NA,72.7,76.5,1034.7,898.6,18.3,17.1,5.9,6
"2336","043","45","Georgetown","South Carolina","SC",8,"frontier status, population size, poverty",54,60983,75,14.7,23.8,58.8,15.6,1.8,64.2,34.9,0.2,0.5,2.2,10433,2478,1645,3638,2860,3,4,0,110,4,57,30,4,28,6739414,1,1,1,1,1,1,NA,20.8,77.5,24.9,32.7,22.6,6.8,9508,11540,2335,64,32.8,1,2,NA,63,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,52,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,29,NA,NA,12,12,NA,NA,22,11,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,38,28,NA,NA,27,20,NA,NA,31,26,NA,NA,22,22,NA,NA,NA,74.8,76.5,886.3,898.6,14.4,17.1,5.5,6
"2337","045","45","Greenville","South Carolina","SC",4,"frontier status, population size, poverty",25,407383,516,12,25.4,62.6,10.5,1.5,78.5,18.5,0.2,1.7,5.6,55742,11607,14697,23815,19292,8,3,12,145,3,164,21,3,70,1023343,1,1,1,1,1,1,NA,21.5,75.5,21.8,25.7,21.1,7.3,46056,46311,10506,120.5,39.3,1,2,53,59,NA,NA,26,12,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,55,44,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,17,NA,62,13,16,NA,NA,10,NA,NA,NA,14,NA,NA,NA,NA,13,NA,NA,NA,11,NA,NA,32,26,NA,20,23,26,NA,10,26,25,NA,NA,20,21,NA,NA,NA,76.1,76.5,898.9,898.6,14.1,17.1,5.5,6
"2338","047","45","Greenwood","South Carolina","SC",24,"frontier status, population size, poverty, age",35,67979,149,13.9,25.9,60.2,12,1.9,66.1,32.1,0.3,1.1,4,11952,3009,2401,3952,3315,2,4,3,70,4,47,6,3,23,306925,1,1,1,1,1,1,NA,25.8,74.7,28.4,29.1,20.9,9.2,9540,9517,2033,147.1,45.6,1,2,NA,78,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,31,12,NA,NA,20,15,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,24,NA,NA,28,23,NA,NA,28,27,NA,NA,21,21,NA,NA,NA,74.6,76.5,956.4,898.6,15.2,17.1,5.7,6
"2339","049","45","Hampton","South Carolina","SC",68,"frontier status, population size, poverty, age, population density",34,21329,38,19.4,26.6,61,10.8,1.7,43.5,55.9,0.3,0.2,2.9,4605,689,604,1230,1031,0,3,0,12,3,36,6,3,13,1514496,1,1,1,1,1,1,NA,29.3,84.9,33.1,NA,17.9,11.3,4031,2865,966,37.5,28.1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,12,NA,NA,19,14,NA,NA,13,20,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,35,29,NA,NA,29,18,NA,NA,37,36,NA,NA,18,24,NA,NA,NA,74.7,76.5,1021,898.6,23.7,17.1,5.5,6
"2340","051","45","Horry","South Carolina","SC",6,"frontier status, population size, poverty",53,226992,200,13.1,21.9,62.2,14.4,1.4,82.7,15,0.4,1,3.6,30218,6729,5039,13838,10731,1,3,6,240,4,99,62,4,62,1559072,1,1,1,1,1,1,NA,22.3,75.5,25.1,28.6,31.3,7.7,32165,28003,5824,61.2,27.8,1,2,39,67,NA,NA,16,13,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,16,NA,NA,13,13,NA,NA,11,NA,NA,NA,13,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,33,24,NA,NA,24,20,NA,NA,29,26,NA,NA,24,23,NA,NA,NA,75.5,76.5,889.7,898.6,16.3,17.1,6.4,6
"2341","053","45","Jasper","South Carolina","SC",67,"frontier status, population size, poverty, age, population density",31,21398,33,19.8,26.7,62.2,9.4,1.6,48.2,50.6,0.4,0.7,10,4856,526,625,1231,1028,1,4,0,21,3,31,9,4,12,20133,1,1,1,1,1,1,NA,31.5,NA,28.6,NA,30.6,10.3,4334,1791,565,51.4,4.7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,21,NA,NA,NA,10,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,10,NA,NA,32,23,NA,NA,29,27,NA,NA,32,34,NA,NA,23,23,NA,NA,NA,74.7,76.5,911,898.6,21.7,17.1,6.9,6
"2342","055","45","Kershaw","South Carolina","SC",28,"frontier status, population size, poverty, age",39,56486,78,12,25.2,61.8,11.5,1.5,72.7,26,0.3,0.4,2.4,9333,1918,1655,3311,2674,0,3,5,43,4,32,7,4,5,1110038,1,1,1,1,1,1,NA,29.9,82.5,29.3,34.4,31.6,10.6,7314,7117,1614,56.7,28.3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,11,NA,NA,16,20,NA,NA,16,11,NA,NA,13,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,30,28,NA,NA,26,25,NA,NA,29,30,NA,NA,25,22,NA,NA,NA,74.9,76.5,954.1,898.6,17.2,17.1,6.2,6
"2343","057","45","Lancaster","South Carolina","SC",22,"frontier status, population size, poverty, age",28,63113,115,13.7,25.1,62.3,11,1.6,72,26.9,0.2,0.4,2.7,12872,2572,2047,3703,2975,3,3,3,71,4,53,60,4,19,693678,1,1,1,1,1,1,NA,30,73,28.5,27.9,24.7,8.4,8569,7103,2085,42.8,25.4,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,27,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,28,NA,NA,14,10,NA,NA,13,16,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,14,NA,NA,32,31,NA,NA,30,31,NA,NA,37,36,NA,NA,19,20,NA,NA,NA,73.8,76.5,1008.3,898.6,15.3,17.1,5.6,6
"2344","059","45","Laurens","South Carolina","SC",22,"frontier status, population size, poverty, age",28,70293,98,14.8,25.2,61.7,11.5,1.6,72.9,25.8,0.5,0.3,2.9,15206,2286,2877,4131,3386,1,3,3,23,3,59,4,3,21,162084,1,1,1,1,1,1,NA,30.1,80.2,30.8,35.3,28.2,9.8,10294,7481,2815,55.5,15.6,1,2,32,60,NA,NA,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,19,NA,NA,NA,11,NA,NA,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,27,NA,NA,26,24,NA,NA,33,30,NA,NA,17,22,NA,NA,NA,74.4,76.5,1013.2,898.6,21.4,17.1,7,6
