County_FIPS_Code,State_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,Strata_Determining_Factors,Number_Counties,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Rpt_Ind,Shig_Exp,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,A_Wh_Comp,A_Bl_Comp,A_Ot_Comp,A_Hi_Comp,A_Wh_BirthDef,A_Bl_BirthDef,A_Ot_BirthDef,A_Hi_BirthDef,B_Wh_Injury,B_Bl_Injury,B_Ot_Injury,B_Hi_Injury,B_Wh_Cancer,B_Bl_Cancer,B_Ot_Cancer,B_Hi_Cancer,B_Wh_Homicide,B_Bl_Homicide,B_Ot_Homicide,B_Hi_Homicide,C_Wh_Injury,C_Bl_Injury,C_Ot_Injury,C_Hi_Injury,C_Wh_Homicide,C_Bl_Homicide,C_Ot_homicide,C_Hi_Homicide,C_Wh_Suicide,C_Bl_Suicide,C_Ot_Suicide,C_Hi_Suicide,C_Wh_Cancer,C_Bl_Cancer,C_Ot_Cancer,C_Hi_Cancer,D_Wh_Injury,D_Bl_Injury,D_Ot_Injury,D_Hi_Injury,D_Wh_Cancer,D_Bl_Cancer,D_Ot_Cancer,D_Hi_Cancer,D_Wh_HeartDis,D_Bl_HeartDis,D_Ot_HeartDis,D_Hi_HeartDis,D_Wh_Suicide,D_Bl_Suicide,D_Ot_Suicide,D_Hi_Suicide,D_Wh_HIV,D_Bl_HIV,D_Ot_HIV,D_Hi_HIV,D_Wh_Homicide,D_Bl_Homicide,D_Ot_Homicide,D_Hi_Homicide,E_Wh_Cancer,E_Bl_Cancer,E_Ot_Cancer,E_Hi_Cancer,E_Wh_HeartDis,E_Bl_HeartDis,E_Ot_HeartDis,E_Hi_HeartDis,F_Wh_HeartDis,F_Bl_HeartDis,F_Ot_HeartDis,F_Hi_HeartDis,F_Wh_Cancer,F_Bl_Cancer,F_Ot_Cancer,F_Hi_Cancer,LCD_Time_Span,ALE,US_ALE,All_Death,US_All_Death,Health_Status,US_Health_Status,Unhealthy_Days,US_Unhealthy_Days,Suicide,LBW,VLBW,Premature,Under_18,Over_40,Unmarried,Late_Care,Infant_Mortality,IM_Hisp,IM_Neonatal,IM_Postneonatal,Brst_Cancer,Col_Cancer,CHD,Homicide,Lung_Cancer,MVA,Stroke,Suicide..160,Injury,Total_Births,Total_Deaths
117,48,Deaf Smith,Texas,TX,66,"frontier status, population size, poverty, age, population density",37,18538,12,17.7,34.1,53.8,10.8,1.4,96.1,1.7,1.1,1.2,62.1,4153,414,377,883,788,1,4,0,93,4,34,115,4,28,1066,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4493,2140,292,32.4,21.6,1,1,42,NA,NA,41,26,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,25,12,NA,NA,14,12,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,24,20,NA,NA,19,32,NA,NA,29,17,NA,NA,23,NA,76.8,76.5,898.6,898.6,NA,17.1,NA,6,9.4,7.6,1.3,12,10.4,0.7,37.3,39.4,8.8,8.5,5.2,3.6,23.4,17.8,204.3,NA,38,24,56.6,9.4,32.6,3651,1563
119,48,Delta,Texas,TX,70,"frontier status, population size, poverty, age, population density",37,5480,20,16.1,24.6,59,14.4,2,90.8,7,0.9,0.3,4.1,892,142,154,296,237,0,3,1,4,3,7,1,3,3,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,938,846,149,0,36.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,27,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,22,NA,NA,NA,32,28,NA,NA,19,25,NA,NA,NA,75,76.5,1024,898.6,NA,17.1,NA,6,NA,6.5,0.8,10.2,7.9,0.5,30.1,16.4,7.2,NA,5.4,1.8,24.7,27.2,211.7,NA,66.4,34.1,83.3,NA,26.3,618,772
121,48,Denton,Texas,TX,10,"frontier status, population size, poverty, age",36,554642,624,8.3,28.3,66.4,4.9,0.5,85.1,7.1,0.6,5.6,15.2,36451,13174,13684,28552,24344,3,3,15,176,4,175,100,4,88,413256,1,1,1,2,1,1,NA,22.2,80.1,23.3,17.3,17.3,4.6,57081,21368,3911,54.3,22.7,2,2,42,48,NA,43,24,17,NA,30,39,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,63,NA,NA,NA,13,11,NA,NA,NA,NA,NA,NA,NA,27,18,NA,34,22,18,NA,25,10,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,32,41,36,25,11,34,19,27,33,26,21,19,23,26,14,NA,78.3,76.5,856.8,898.6,12.1,17.1,4.5,6,8.8,6.9,1.1,12.3,2.2,2.6,17.5,13.3,5.3,7.1,3.5,1.9,22.9,16.6,167.7,1.9,50.8,13.9,63.2,8.8,18.9,24872,5750
123,48,DeWitt,Texas,TX,71,"frontier status, population size, poverty, age, population density",33,20507,23,19,23.2,59.3,15.1,2.4,88.2,10.7,0.6,0.4,29.3,4563,422,666,1128,854,0,3,0,35,4,30,8,4,10,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3388,2971,394,29.3,14.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,17,NA,NA,NA,15,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,38,NA,28,25,31,NA,26,39,39,NA,34,19,20,NA,18,NA,76.3,76.5,949.7,898.6,NA,17.1,4.6,6,12.9,6.8,0.9,12.2,9,1.9,45,14.7,5.9,2.3,4.9,1,29.3,25.8,226.7,NA,54,35.3,75.1,12.9,19.5,2295,2757
125,48,Dickens,Texas,TX,87,"frontier status, population size, poverty, age",32,2646,3,18.5,18.5,64.1,14.7,2.7,88.9,9,0.2,1.7,27.1,545,57,76,154,122,0,3,0,9,4,4,5,4,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,477,499,59,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,21,NA,NA,NA,31,NA,NA,NA,21,NA,NA,NA,NA,75.4,76.5,1019.4,898.6,NA,17.1,NA,6,NA,12.3,NA,18.1,7.5,NA,31.1,31.8,NA,NA,NA,NA,NA,NA,205.2,NA,76.1,41.8,67,NA,33.2,228,419
127,48,Dimmit,Texas,TX,66,"frontier status, population size, poverty, age, population density",37,10395,8,28.3,32.9,55.4,10.1,1.6,97,1.5,0.8,0.8,83.5,2737,320,321,505,458,0,3,0,34,4,19,24,4,15,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3152,1196,233,28.9,9.6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,36,NA,NA,37,12,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,26,20,NA,NA,20,33,NA,NA,32,20,NA,NA,20,NA,75.4,76.5,893.1,898.6,NA,17.1,NA,6,NA,7.3,1.2,13.1,10.7,1.1,40.6,19.4,6.5,5.7,2,4.6,NA,16.2,192.3,NA,36.9,34.6,77.4,NA,19.8,1707,869
129,48,Donley,Texas,TX,87,"frontier status, population size, poverty, age",32,3889,4,16.4,24.5,54.4,18.1,3,93.5,4.9,1,0.3,7.1,560,80,119,212,179,0,3,0,5,4,5,4,4,2,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,857,804,77,25.7,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,25,NA,NA,NA,38,NA,NA,NA,21,NA,NA,NA,NA,75.2,76.5,954.3,898.6,NA,17.1,NA,6,NA,10.3,2.5,16.3,6.9,1.5,26.5,26.2,19.9,NA,NA,14.2,NA,30.9,253,NA,68.4,NA,46.5,NA,NA,407,577
131,48,Duval,Texas,TX,66,"frontier status, population size, poverty, age, population density",37,12578,7,25.2,28.9,56.6,12.6,1.9,98.4,0.7,0.7,0.2,88,3118,337,542,645,557,0,3,0,15,3,23,9,3,20,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3073,1734,327,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,45,NA,NA,NA,10,21,NA,NA,15,NA,NA,NA,NA,33,NA,NA,30,17,NA,NA,17,16,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,21,32,NA,NA,33,37,NA,NA,37,20,NA,NA,19,NA,77.7,76.5,894.5,898.6,NA,17.1,NA,6,8.7,8.4,1.2,15.2,11.4,0.6,46.8,22.6,3.9,3.6,2.8,1.1,14.6,12.7,224.9,NA,51.1,31.6,52.9,8.7,15.7,2041,1209
133,48,Eastland,Texas,TX,71,"frontier status, population size, poverty, age, population density",33,18393,20,18.1,24.9,55.5,16.8,2.7,96.2,2.3,0.6,0.3,13.6,3306,418,586,993,812,0,3,0,40,4,27,7,4,9,16919,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,15.3,3653,3666,474,43.5,21.7,1,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,29,NA,NA,NA,36,27,NA,22,20,27,NA,19,NA,75,76.5,1019,898.6,NA,17.1,4.7,6,10.9,6.7,0.6,11.2,7.5,0.8,29.1,21.3,9.9,NA,4.5,5.5,32.8,21,263.3,NA,66.4,27.7,83.8,10.9,30.9,2223,2875
135,48,Ector,Texas,TX,7,"frontier status, population size, poverty",33,125339,139,19.3,31.3,57.7,9.9,1.1,92.4,4.9,1.1,0.8,47.6,23929,2926,2898,6206,5410,0,3,7,52,3,70,80,4,66,707800,1,1,1,1,1,1,NA,28.4,79.4,29.5,NA,23.7,9.3,25485,13575,2362,98.1,27.1,2,2,33,NA,NA,30,31,NA,NA,40,30,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,46,11,NA,NA,19,23,NA,NA,12,11,NA,NA,19,29,NA,NA,28,17,NA,NA,10,14,NA,NA,13,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,30,17,NA,33,22,42,NA,22,30,45,NA,28,20,22,NA,24,NA,75.4,76.5,1005.5,898.6,22.6,17.1,6.3,6,11.2,9.4,1.4,16.9,8.6,1.1,46.6,14.5,6.4,4.5,4,2.4,31.1,17.2,232.8,4,66.8,20.1,61.2,11.2,27.7,6752,3110
137,48,Edwards,Texas,TX,86,"frontier status, population size, poverty, age",38,1987,1,22.8,27.9,60.6,10.2,1.2,94.5,3,0.8,1.8,46.2,410,45,73,103,90,0,3,0,2,3,3,1,3,8,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,651,1310,113,50.3,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,31,NA,NA,NA,35,NA,NA,42,29,NA,NA,29,NA,76.8,76.5,695.2,898.6,NA,17.1,NA,6,NA,11.7,NA,16.6,14.5,NA,34.7,22.3,NA,NA,NA,NA,NA,NA,132.4,NA,67.5,71.2,NA,NA,NA,248,190
139,48,Ellis,Texas,TX,15,"frontier status, population size, poverty, age",23,133474,142,10.9,28.9,62.1,8,1.1,89.2,8.7,0.7,0.5,21.1,18291,3339,2879,6831,5885,1,3,4,34,3,79,122,4,40,2235859,1,1,1,2,1,1,NA,24.4,74.8,23.9,21.8,25.5,6.1,17121,11293,1995,51.7,21.7,2,2,27,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,32,20,NA,NA,21,12,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,33,22,NA,26,25,29,NA,22,33,33,NA,38,20,25,NA,15,NA,75.5,76.5,976.3,898.6,17.6,17.1,5,6,11.8,6.7,1,12.4,5.3,1.5,31.1,20.9,5.8,5.5,3.5,2.3,23.6,18.8,222,6.2,68.8,17.7,72,11.8,15,5662,2694
141,48,El Paso,Texas,TX,3,"frontier status, population size, poverty",39,721598,712,25.7,33.1,56.6,9.2,1.1,93.5,3.3,1.1,1.3,80.9,141032,20827,26564,34838,31459,1,3,21,248,3,292,310,4,292,1824628,1,1,1,2,2,1,NA,24.4,77.4,23.6,19.3,18.7,8.1,185007,68710,10418,58.9,25.2,1,2,32,NA,NA,31,34,NA,NA,38,33,NA,NA,33,15,NA,NA,14,NA,NA,NA,10,52,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,13,27,35,NA,27,17,NA,NA,18,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,21,52,29,20,26,NA,18,29,29,21,29,22,24,24,22,NA,78.3,76.5,787.3,898.6,22.9,17.1,6.1,6,7.5,7.9,1,13.8,6.6,1.7,37.2,34.4,4.1,3.7,2.3,1.8,26.5,16.8,158.1,3.5,34.2,14.8,44.5,7.5,21.7,42470,12662
143,48,Erath,Texas,TX,49,"frontier status, population size, poverty, age, population density",35,34076,31,15.8,26.7,59.8,11.4,2.1,96.5,1.1,0.7,1,16.3,4613,685,964,1804,1715,2,3,2,29,4,21,12,4,7,53012,1,1,1,1,1,1,NA,NA,NA,NA,NA,15.3,6.2,6371,4389,603,52.8,35.2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,12,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,26,NA,NA,NA,31,NA,NA,35,19,NA,NA,26,NA,77,76.5,873.6,898.6,17.1,17.1,5.2,6,11.6,6.1,0.9,11.6,5.6,1.6,25.3,28.2,4.4,10.2,4,0.4,12.7,15.3,204,NA,64.1,33.7,60.2,11.6,21.5,2248,1586
145,48,Falls,Texas,TX,71,"frontier status, population size, poverty, age, population density",33,17646,23,21.6,27.4,56.6,13.6,2.3,71.8,26.9,0.7,0.3,17.8,3805,462,434,925,790,2,4,0,25,4,28,12,4,9,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3455,2435,443,11.3,22.7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,17,NA,NA,13,NA,NA,NA,13,22,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,25,NA,13,31,34,NA,17,37,38,NA,35,21,23,NA,17,NA,74,76.5,994.9,898.6,NA,17.1,NA,6,11.8,9.2,1.8,16.7,8.6,1.8,46.5,30.8,8.3,NA,4.7,3.6,29,22.9,273.5,7.3,66.5,34.8,47.8,11.8,20.2,2164,2385
147,48,Fannin,Texas,TX,49,"frontier status, population size, poverty, age, population density",35,33142,37,15.4,23.2,60.5,14.1,2.1,90,7.7,0.9,0.5,7.2,6200,849,926,1824,1436,1,3,2,10,3,20,6,4,6,605,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5.4,4431,4775,799,15.1,9.1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,13,NA,NA,NA,13,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,34,NA,NA,NA,37,28,NA,NA,17,34,NA,NA,NA,74.5,76.5,1061.8,898.6,NA,17.1,NA,6,14.5,6.8,1.2,11.8,6.3,1.2,29.8,19.8,5.6,NA,3.9,1.7,27.8,21.8,290.2,6.2,63.1,36.6,63.4,14.5,21.9,1780,2116
149,48,Fayette,Texas,TX,62,"frontier status, population size, poverty, age, population density",32,22537,24,12.5,23.2,55.8,17.2,3.8,91.5,7.4,0.6,0.3,15.6,4512,438,535,1241,931,0,3,2,36,4,28,10,4,11,947806,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,7.6,3002,4673,410,35.5,39.9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,25,NA,NA,27,33,NA,NA,39,41,NA,29,17,19,NA,21,NA,77,76.5,819.3,898.6,10.4,17.1,NA,6,13,6.2,1.4,11.4,4.4,1.8,28.6,17.3,5.3,6.2,3.1,2.2,23.5,21.4,214.8,NA,38.5,29.5,57.2,13,20.5,2519,3054
151,48,Fisher,Texas,TX,87,"frontier status, population size, poverty, age",32,4089,5,14.3,22.5,54.4,19.5,3.6,95.6,3.4,0.4,0.2,22.5,762,86,90,227,172,0,3,0,14,4,6,8,4,2,26,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,843,845,74,48.9,24.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,28,NA,NA,NA,41,NA,NA,36,21,NA,NA,22,NA,77,76.5,844.9,898.6,NA,17.1,NA,6,NA,9.8,1.5,11,10.3,1.2,33.7,21.2,NA,NA,NA,NA,NA,23,230.2,NA,46.4,47.7,65.6,NA,NA,409,596
153,48,Floyd,Texas,TX,74,"frontier status, population size, poverty, age, population density",30,7174,7,20.5,30.5,53,14,2.4,94.3,4.1,1.1,0.6,48.3,1608,200,330,359,302,1,4,1,11,3,13,88,4,13,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1782,1116,104,83.6,41.8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,15,NA,NA,NA,15,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,22,32,NA,NA,34,37,NA,NA,34,20,NA,NA,19,NA,76.3,76.5,869.6,898.6,NA,17.1,NA,6,NA,10.5,1.1,14.7,11.5,0.7,26.9,39.2,10.6,8.1,6.2,4.4,17.9,17.2,228.4,NA,41.2,19.4,70.1,NA,30.7,1263,842
155,48,Foard,Texas,TX,87,"frontier status, population size, poverty, age",32,1518,2,15.6,25.3,52.4,19,3.4,94.7,3.6,1.1,0.3,18.4,309,33,44,81,63,0,3,0,2,4,2,3,4,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,346,340,37,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,42,NA,NA,NA,40,NA,NA,NA,14,NA,NA,NA,NA,77,76.5,798,898.6,NA,17.1,NA,6,NA,7.3,NA,13.1,6.8,NA,36.1,22.9,NA,NA,NA,NA,NA,NA,248.1,NA,36,NA,81.1,NA,NA,191,226
157,48,Fort Bend,Texas,TX,10,"frontier status, population size, poverty, age",36,463650,530,8.4,28.9,65,5.6,0.5,62.4,21.1,0.4,14.9,22.3,45055,10887,9345,23760,20541,5,3,12,102,3,143,46,3,72,3651286,1,1,1,1,1,1,NA,19.5,81.1,15.2,22,15,4.1,57540,19167,2971,78.1,28.3,1,2,40,58,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,32,NA,25,17,23,NA,29,20,16,NA,14,NA,NA,NA,11,24,18,NA,27,16,18,NA,17,10,14,NA,NA,10,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,37,30,40,27,24,28,25,22,31,29,28,30,22,25,23,22,NA,78.9,76.5,773,898.6,12.7,17.1,4.7,6,9.5,7.5,1.3,13.4,2.9,2.9,22.1,12.8,4.6,2.8,3,1.7,25.2,19.3,171.1,3.9,47.9,15.6,68.6,9.5,14.8,16800,4795
159,48,Franklin,Texas,TX,64,"frontier status, population size, poverty, age, population density",41,10200,36,13.7,23,58.8,16.3,1.9,93.4,5,0.8,0.5,10.2,1583,237,222,562,435,1,4,1,9,3,14,1,3,4,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1779,1307,148,49,19.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,36,NA,NA,NA,24,NA,NA,NA,31,18,NA,NA,21,21,NA,NA,NA,75.7,76.5,858.4,898.6,NA,17.1,NA,6,NA,5.4,1,10.5,6.7,1,27.6,15.8,7.1,NA,3.5,3.5,NA,26.2,193.9,NA,63.4,42.8,86.7,NA,25.6,928,1058
161,48,Freestone,Texas,TX,62,"frontier status, population size, poverty, age, population density",32,18800,21,15,23.5,61.2,13.3,2,80.6,18.2,0.4,0.3,10.1,2951,413,537,1030,819,0,3,2,21,4,23,3,4,9,2601062,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2803,2530,428,26.6,31.9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,48,17,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,11,NA,NA,33,30,NA,NA,24,25,NA,NA,35,33,NA,NA,19,20,NA,NA,NA,74.4,76.5,920.4,898.6,NA,17.1,NA,6,20.7,7.8,2,13.2,5.5,0.9,34,20.2,9.7,NA,6.5,2.7,21.9,20.7,214.1,8.4,60.1,42.8,61.2,20.7,23.3,2047,2070
163,48,Frio,Texas,TX,66,"frontier status, population size, poverty, age, population density",37,16387,14,27.8,28.5,59.8,10.4,1.3,93.5,5,0.8,0.8,74.3,4238,403,356,841,733,1,4,0,17,3,29,16,4,24,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4122,1580,333,36.6,18.3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,15,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,18,23,NA,NA,24,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,20,30,NA,NA,36,38,NA,NA,38,19,NA,NA,18,NA,75.4,76.5,866.8,898.6,NA,17.1,NA,6,NA,7.7,1.4,14.3,10.4,0.8,47.6,25.1,6.4,5.9,5.5,0.8,23.3,15.7,251.7,6.1,39.7,22.4,60.7,NA,12.1,2647,1171
165,48,Gaines,Texas,TX,66,"frontier status, population size, poverty, age, population density",37,14712,10,18.9,33.4,55.8,9.8,1,95.8,2.7,1.1,0.3,38.6,3625,322,316,709,663,0,3,0,9,3,26,10,3,22,206,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4105,1421,215,13.6,13.6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,27,31,NA,NA,NA,14,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,29,31,NA,NA,29,36,NA,NA,31,19,NA,NA,24,NA,77,76.5,868.3,898.6,NA,17.1,NA,6,NA,8.2,1.5,13.3,7.2,0.9,23.6,35.9,5.1,2.7,3.8,1.3,31.1,20.1,239.8,NA,45.5,25.8,66.1,NA,26.1,2622,966
